ID,ILLUM,HUMID,CO2,SOUND,TEMP,RYTHM
2039,501.04,70.33,491.5,31.01,20.29,83.79
2051,574.65,58.98,488.16,41.84,17.55,83.66
2058,316.94,73.66,549.58,20.81,20.08,67.17
2061,552.49,65.44,437.39,31.93,17.06,73.78
2087,510.24,64.39,454.6,37.44,20.48,72.77
2092,526.97,64.65,513.52,30.05,18.08,84.19
2097,517.59,65.38,552.71,34.19,20.96,88.12
2104,516.82,69.1,489.23,33.65,20.98,81.9
2120,462.86,58.93,470.23,34.78,21.87,79.25
2141,452.62,69.33,500.96,36.17,22.3,90.01
2149,425.31,62.8,452.3,27.64,21.94,76.5
2170,403.86,57.43,483.1,28.35,22.42,89.71
2172,534.75,70.03,511.0,26.73,17.68,71.29
2188,440.76,61.38,510.44,33.32,20.26,77.22
2191,477.45,66.76,530.61,32.07,20.46,67.12
2194,453.38,62.88,528.02,30.84,18.63,84.08
2211,445.2,64.21,519.58,15.62,21.65,83.03
2228,325.87,74.92,552.78,30.61,19.11,79.1
2235,285.06,67.72,555.49,25.28,17.75,85.32
2240,479.22,66.0,559.41,38.73,19.17,84.81
2253,397.29,63.72,498.06,38.1,21.42,84.26
2284,427.71,72.26,539.84,39.56,19.01,82.28
2286,596.35,62.76,555.12,27.61,20.91,77.76
2305,533.46,68.74,491.68,27.23,17.86,77.67
2344,357.92,61.81,520.81,32.85,19.81,79.59
2353,398.08,64.22,523.62,34.71,19.89,79.62
2379,287.36,62.93,504.92,31.53,22.96,74.77
2391,328.53,65.97,463.16,24.99,23.89,86.33
2404,454.0,66.03,465.12,26.3,21.88,72.84
2407,391.01,59.69,525.78,34.83,21.29,76.92
2409,569.45,66.32,492.69,25.49,21.35,79.34
2418,532.04,72.89,540.09,29.04,21.4,79.65
2420,405.94,65.08,493.29,28.24,22.76,73.76
2422,450.09,65.53,477.76,33.17,19.85,85.51
2423,526.59,57.61,533.34,23.35,22.03,76.19
2446,314.72,68.4,541.81,32.91,21.25,88.67
2454,519.73,71.41,508.8,32.11,18.45,82.82
2460,410.61,66.3,424.9,24.39,20.39,79.81
2463,424.04,65.71,524.21,25.86,18.73,76.2
2468,576.11,70.69,427.77,25.33,16.47,74.47
2487,349.62,67.99,611.35,35.0,19.05,86.43
2488,448.98,72.67,477.81,36.84,18.65,73.12
2490,316.35,71.08,538.67,27.91,21.1,78.06
2492,443.31,63.84,491.15,23.84,19.01,64.98
2494,510.44,64.28,500.66,26.93,20.82,74.27
2504,455.82,63.66,544.45,36.57,22.15,80.54
2511,430.23,73.75,518.53,18.45,21.1,87.64
2569,465.05,70.93,466.77,31.96,20.75,82.03
2576,547.76,77.24,564.44,33.91,19.98,78.36
2584,398.41,59.57,556.02,29.97,20.59,88.79
2637,342.13,62.98,542.83,38.96,20.17,79.26
2677,398.7,67.05,521.53,38.93,17.75,83.79
2679,530.44,62.4,447.65,35.61,19.27,85.3
2706,443.03,70.23,530.98,28.81,20.37,86.05
2712,488.44,72.29,492.14,33.77,21.97,83.8
2715,584.29,73.69,541.92,22.61,20.04,80.7
2730,417.46,66.56,449.02,28.28,18.71,63.99
2744,536.14,72.33,529.29,27.81,21.86,80.5
2746,412.8,64.56,534.14,33.41,22.24,92.36
2752,296.48,63.31,501.7,17.85,26.29,81.41
2765,436.43,61.87,503.08,24.66,19.02,81.94
2771,387.36,67.38,523.05,37.12,23.0,78.51
2786,393.77,78.47,493.58,26.08,17.88,75.48
2790,551.96,62.9,569.06,25.16,19.16,68.39
2793,433.66,60.58,523.8,49.3,16.59,81.21
2794,453.17,66.47,511.35,22.61,24.5,78.17
2807,485.24,71.32,487.02,25.11,19.56,67.05
2824,309.12,62.48,485.24,21.48,19.78,70.24
2830,431.55,68.94,514.25,26.47,20.62,79.71
2851,444.87,67.55,508.59,31.54,21.56,89.08
2853,419.71,62.64,465.15,33.21,21.24,80.77
2857,445.77,66.52,465.02,32.29,18.72,79.45
2863,567.49,65.27,429.96,39.22,19.97,73.79
2864,338.64,63.47,559.6,23.87,21.02,82.31
2875,401.67,69.89,542.82,26.45,21.2,86.12
2877,339.48,57.59,391.88,26.1,17.53,68.91
2926,457.85,61.06,504.11,36.37,19.37,80.18
2930,536.27,67.54,515.44,32.28,21.59,85.88
2942,276.23,68.95,502.52,26.99,20.86,77.24
2950,566.8,65.6,495.13,37.42,20.46,80.48
2964,497.26,61.12,532.04,26.94,18.73,79.07
2988,500.1,63.18,412.12,27.69,21.29,76.0
2998,337.78,68.36,581.9,29.79,17.74,77.82
3003,513.76,67.46,488.55,30.36,20.65,78.63
3042,337.73,72.13,550.66,35.16,21.0,79.72
3044,488.2,69.14,524.91,28.72,17.45,76.89
3063,431.0,70.44,520.49,29.37,21.86,73.91
3079,242.27,67.56,532.86,16.21,18.68,89.75
3085,452.35,59.76,483.41,34.16,21.97,89.42
3088,423.56,63.47,559.15,26.53,19.66,79.22
3108,584.82,70.72,522.59,30.07,20.56,80.07
3117,413.62,72.42,532.05,21.69,17.46,75.67
3134,372.2,60.61,519.48,30.67,21.9,86.6
3154,591.4,63.42,490.58,35.39,17.66,77.2
3161,486.08,70.72,574.14,30.45,18.99,85.31
3170,348.66,69.89,552.32,23.81,23.14,77.41
3199,545.56,68.65,487.74,26.41,21.87,84.38
9,505.87,64.34,438.02,33.27,21.2,82.52
21,320.42,68.75,499.5,32.18,17.6,71.07
44,359.49,62.61,471.07,41.63,21.41,78.94
45,396.86,65.95,550.87,25.85,20.32,78.39
49,485.63,68.39,507.13,24.49,21.37,85.17
50,386.2,65.43,452.27,26.46,21.46,85.52
55,419.04,65.29,564.28,31.92,22.72,89.04
56,430.07,64.72,492.31,28.82,23.94,80.83
78,571.1,65.06,471.59,38.39,19.52,86.45
87,400.1,65.52,594.94,29.2,21.87,86.08
105,369.65,74.1,485.89,35.74,16.94,74.57
114,287.6,60.38,449.02,30.3,23.13,82.29
119,310.8,57.72,555.16,33.9,19.03,83.18
139,417.34,61.24,459.12,32.47,20.35,77.47
158,550.13,76.52,518.41,27.92,19.19,82.74
159,367.02,70.97,540.48,10.82,19.01,77.85
163,492.14,62.35,503.62,31.48,20.27,86.98
165,541.59,63.8,481.27,21.32,18.32,71.92
180,329.45,65.97,515.26,25.92,19.43,76.74
183,343.07,58.84,489.74,39.69,21.38,78.27
191,422.95,68.75,435.36,32.4,18.94,78.62
204,463.14,66.93,495.55,24.5,16.12,75.76
222,500.08,69.09,478.61,26.99,21.95,72.77
228,402.45,62.19,458.91,34.87,17.39,75.75
262,415.89,66.97,503.25,34.93,20.98,83.02
265,316.49,64.02,473.36,29.6,19.9,84.15
323,520.0,63.48,485.58,31.34,21.63,77.97
325,382.36,67.61,513.1,22.19,19.53,81.32
329,341.95,63.63,447.73,27.95,18.38,64.3
363,646.03,69.07,493.34,26.33,16.65,76.08
374,509.21,76.38,534.01,27.31,15.51,62.27
378,461.02,63.83,498.01,39.03,21.25,79.09
387,450.87,72.73,516.04,31.16,21.5,85.64
390,450.32,78.36,482.28,25.97,20.25,88.46
391,416.03,63.79,593.32,37.05,19.67,94.15
404,477.17,66.78,422.36,15.05,21.89,84.24
410,377.56,69.58,516.33,39.77,20.52,82.04
441,497.59,70.97,496.72,43.7,19.68,88.41
463,431.94,66.32,557.95,12.65,19.19,72.83
467,373.55,68.99,563.07,33.6,19.18,80.57
471,343.98,66.17,501.38,29.48,22.02,79.73
532,457.28,66.3,491.96,30.59,17.54,73.6
535,433.51,73.0,515.67,29.38,21.68,74.28
545,469.18,62.48,462.61,39.06,21.14,85.57
561,565.43,77.07,475.68,32.24,19.23,74.69
563,539.54,71.22,450.27,23.77,20.41,79.59
565,394.08,74.46,507.4,24.06,18.48,71.12
568,387.89,69.87,557.3,31.85,19.75,78.12
576,459.7,67.27,577.61,27.22,18.95,96.6
590,491.03,68.49,571.91,27.9,21.64,83.96
603,439.72,67.14,427.08,25.11,19.35,65.88
613,556.89,61.01,532.88,29.98,19.8,82.41
615,460.24,69.41,466.02,30.41,22.49,85.34
642,319.89,78.99,520.21,38.05,20.19,82.97
655,384.06,64.19,454.92,17.83,23.41,78.54
665,481.14,67.98,488.87,32.67,18.1,82.65
668,354.57,72.14,503.9,34.27,17.59,73.66
693,477.92,68.63,432.4,24.99,19.75,81.91
711,431.86,69.05,502.62,22.53,17.18,85.01
714,279.06,70.65,472.67,21.4,23.43,72.25
730,702.57,64.76,426.43,41.73,20.02,84.68
733,403.76,69.95,508.16,24.96,19.5,82.25
737,321.22,64.66,450.3,37.37,21.76,84.07
742,383.09,72.26,548.79,28.5,19.49,93.08
756,438.77,69.11,554.09,30.09,18.6,83.83
775,414.63,54.06,399.88,41.31,21.23,71.29
784,473.18,58.09,496.9,26.83,19.1,80.93
802,374.21,64.21,451.94,26.45,21.55,86.97
804,421.79,67.12,580.87,38.27,21.59,92.9
815,522.47,72.57,461.43,14.14,22.07,84.86
828,572.74,78.24,518.71,24.86,19.22,80.83
852,529.97,61.56,453.43,21.37,20.46,77.53
868,458.66,65.49,462.06,37.68,18.75,72.07
876,624.03,73.87,512.5,20.5,20.38,76.56
894,496.12,65.37,448.37,13.95,22.11,78.5
902,471.82,62.4,548.13,28.2,22.34,86.6
906,294.23,63.01,538.23,26.87,20.52,77.44
909,420.56,65.08,476.91,32.6,18.14,94.25
911,323.35,68.98,505.87,27.38,17.51,75.9
926,443.53,65.43,508.36,31.18,19.25,74.8
937,567.81,61.42,451.34,30.06,19.8,75.03
959,482.22,69.13,524.56,20.81,21.27,92.66
962,446.0,73.31,536.14,28.38,20.14,81.58
970,443.3,70.71,469.84,20.7,20.23,71.67
975,338.38,61.46,492.84,53.78,18.62,89.59
980,493.98,63.04,509.55,30.82,19.43,75.94
989,482.11,64.84,564.97,25.13,23.23,91.75
994,364.42,66.81,569.31,27.17,20.85,89.33
997,503.54,76.12,507.71,22.05,17.4,63.98
1000,398.45,64.55,485.11,33.84,22.82,79.77
1003,453.93,68.12,477.56,38.73,18.59,83.42
1024,342.39,59.4,515.51,29.29,20.53,90.16
1049,346.14,68.54,513.32,18.98,21.16,79.28
1056,520.73,64.85,523.6,36.29,17.97,86.65
1071,449.64,60.57,435.77,27.03,22.5,88.69
1083,383.81,65.88,585.66,26.38,20.97,81.1
1094,426.53,59.86,535.34,31.67,18.83,77.32
1097,488.69,62.89,469.47,38.52,21.25,86.84
1102,424.84,61.41,385.94,25.04,20.77,83.66
1112,575.21,65.41,486.44,28.63,19.39,82.81
1120,431.01,72.22,472.38,35.71,18.18,76.88
1123,448.12,65.68,512.55,24.27,18.18,77.16
1132,417.22,67.43,523.73,24.91,22.04,87.72
1138,285.35,69.86,530.76,27.48,20.63,70.72
1154,532.51,73.5,515.29,31.09,17.25,69.27
1174,503.82,69.88,417.42,29.85,19.25,73.71
1179,430.62,73.28,498.96,24.97,19.51,80.24
1183,546.92,69.28,499.11,27.21,19.48,74.99
1191,432.17,68.69,533.93,28.77,22.21,84.59
1198,369.41,61.82,460.6,31.13,20.05,86.04
1218,330.21,72.66,543.54,22.18,19.4,78.89
1219,423.05,63.2,521.17,21.04,18.12,84.85
1237,562.97,71.46,531.06,24.45,18.43,83.97
1238,444.38,61.39,467.19,28.03,21.51,70.01
1241,485.24,68.3,498.11,28.24,19.99,76.8
1244,606.96,60.74,496.36,42.58,22.43,86.05
1249,473.1,72.99,563.3,22.03,17.34,82.0
1256,366.74,61.08,451.6,30.03,20.81,77.53
1268,303.34,72.14,536.42,14.77,21.86,79.83
1272,426.77,69.27,492.18,29.73,20.74,79.94
1284,305.89,63.94,464.95,26.88,20.0,68.64
1287,439.18,59.06,571.76,32.33,20.15,81.47
1316,282.32,63.55,504.6,27.65,24.27,87.39
1326,430.26,67.94,482.75,34.43,21.21,78.49
1327,646.03,71.63,492.04,31.42,19.88,91.54
1332,569.04,73.86,465.33,24.4,19.59,76.25
1361,564.91,74.64,443.95,35.51,18.69,78.27
1363,354.2,59.1,525.43,25.94,19.78,79.52
1364,433.43,69.97,502.96,42.76,17.76,77.25
1408,396.09,67.68,531.55,26.94,17.86,78.89
1418,411.23,75.6,516.82,32.52,17.87,80.28
1431,459.77,60.43,551.82,29.71,18.92,75.55
1438,516.95,65.68,530.8,28.09,18.99,82.59
1446,488.52,62.16,567.65,42.56,17.94,95.75
1452,349.07,60.65,524.16,27.52,20.43,80.06
1454,528.26,59.23,459.74,30.48,21.61,92.95
1457,406.39,65.31,512.38,29.0,20.66,81.18
1465,404.52,64.82,486.81,26.36,18.5,79.25
1472,354.92,67.36,397.29,30.6,20.74,73.04
1484,395.57,63.79,551.06,33.68,21.87,80.18
1520,378.88,69.39,494.21,26.12,20.44,72.99
1524,452.25,74.07,428.88,26.15,23.37,79.39
1562,339.62,71.6,457.06,25.01,18.03,75.02
1563,320.17,62.98,484.51,37.06,20.51,82.15
1568,459.52,70.24,528.93,29.72,19.01,84.11
1574,467.53,64.26,524.12,31.13,18.89,66.51
1577,447.83,73.99,519.05,17.81,17.62,78.11
1597,529.48,67.63,527.75,30.13,17.74,72.15
1640,597.64,72.74,496.22,27.19,17.5,88.75
1652,328.75,70.12,498.14,26.23,19.15,82.42
1657,442.24,64.14,496.87,35.82,21.61,78.52
1660,507.32,59.58,524.37,26.42,21.49,78.08
1706,474.99,54.99,543.36,32.21,21.52,91.27
1728,491.14,60.72,422.37,16.47,20.94,71.44
1731,376.1,64.76,525.57,25.5,18.69,88.75
1751,386.27,64.29,518.8,28.77,20.32,91.1
1752,411.99,65.27,531.9,20.42,22.87,78.76
1762,438.03,68.84,515.74,27.85,19.89,76.22
1765,273.79,63.45,543.28,37.23,20.6,80.57
1773,591.77,68.6,441.24,35.34,16.6,70.85
1803,485.57,56.73,441.82,39.43,19.99,78.8
1807,430.63,66.72,459.8,38.0,20.35,83.19
1814,330.73,64.06,492.82,30.47,19.27,79.97
1815,430.35,64.13,435.88,33.57,20.54,93.18
1843,410.35,69.79,509.32,36.97,21.42,77.25
1846,400.46,64.16,467.65,31.72,18.91,73.78
1848,498.64,70.5,508.05,19.37,18.06,78.1
1892,486.45,68.25,519.19,21.15,19.05,83.46
1894,607.78,69.56,462.79,31.17,22.44,80.32
1908,472.72,67.73,435.6,26.14,21.4,74.25
1916,286.04,57.83,514.34,28.89,22.73,74.0
1921,280.68,70.28,578.71,25.02,20.72,77.7
1930,568.22,60.84,460.19,32.74,18.08,78.53
1932,288.43,60.99,486.0,21.16,18.06,74.06
1937,579.41,61.3,523.98,35.49,18.64,76.65
1939,500.55,73.11,499.56,30.48,20.98,72.18
1962,552.57,64.23,437.73,37.43,19.73,64.21
1995,446.87,61.49,546.98,24.22,20.77,93.51
2002,266.22,70.48,545.82,16.66,17.04,55.37
2014,442.17,70.69,506.63,33.98,18.92,75.85
2035,510.17,69.15,509.48,24.08,20.38,90.96
2036,411.02,64.46,490.64,35.76,20.93,73.58
2046,423.22,69.1,485.55,25.91,19.0,70.38
2065,472.99,72.74,541.5,29.8,17.74,77.92
2080,555.59,62.34,459.96,38.42,18.87,77.45
2089,288.83,63.55,535.13,22.58,22.17,82.7
2099,487.63,64.29,461.93,29.37,19.88,82.31
2103,418.24,70.02,450.05,22.88,17.46,71.74
2106,577.31,68.29,500.35,32.13,18.31,90.19
2111,403.22,70.41,512.21,19.83,21.14,81.69
2127,675.57,70.7,455.73,25.17,17.66,76.31
2133,613.28,61.9,423.45,28.11,21.2,73.46
2143,506.34,60.83,501.74,25.96,20.54,86.79
2150,545.29,80.94,482.64,21.23,18.77,91.29
2152,426.92,61.73,489.35,32.75,19.16,82.53
2199,369.62,66.31,548.29,34.21,17.67,76.82
2237,432.62,63.23,530.14,22.11,20.4,81.39
2239,460.29,65.27,497.98,29.98,16.98,70.19
2263,364.57,63.71,491.99,39.9,18.66,85.54
2272,503.2,67.03,484.01,44.42,21.22,80.26
2283,401.21,66.27,451.45,32.93,19.6,78.81
2332,600.47,74.56,490.03,23.27,22.43,86.6
2335,481.86,66.78,531.89,33.19,19.26,74.36
2341,255.3,67.83,492.08,24.83,21.52,74.55
2347,261.55,74.08,519.43,15.34,20.8,70.8
2364,365.03,79.9,585.82,26.64,19.66,85.21
2377,398.29,61.47,488.83,22.99,20.47,78.75
2386,470.8,75.5,433.3,29.29,18.9,74.38
2405,406.21,59.26,444.08,29.69,22.63,80.59
2412,467.71,73.24,470.61,30.77,18.04,82.43
2413,475.26,63.45,474.44,23.73,16.96,75.66
2414,409.51,70.27,495.38,28.18,21.69,82.4
2415,385.37,64.01,497.51,29.98,21.8,74.37
2437,431.23,66.11,492.89,23.08,22.11,89.21
2465,487.52,62.83,513.3,33.79,21.94,78.8
2469,543.5,64.52,419.76,30.78,19.96,73.05
2479,441.14,67.42,437.11,21.75,19.76,74.68
2529,542.09,66.15,428.79,43.83,19.02,69.17
2540,462.48,66.7,519.92,33.49,20.8,82.61
2562,433.69,70.2,452.11,23.17,17.16,78.93
2590,209.96,71.61,505.44,31.81,16.75,71.54
2594,451.2,70.13,454.76,30.36,21.24,74.92
2609,440.08,67.79,523.2,28.55,18.82,76.6
2611,435.38,69.52,400.49,31.28,22.03,70.97
2614,485.2,60.02,480.41,35.93,20.19,95.44
2617,467.44,66.42,436.46,25.76,21.0,70.71
2619,519.18,64.21,498.21,24.75,22.25,77.44
2625,333.44,72.29,503.94,32.71,19.12,82.24
2668,536.95,72.14,538.5,28.17,20.5,87.04
2685,341.73,59.62,487.62,35.25,20.98,72.21
2720,447.36,56.6,464.37,40.97,21.61,85.79
2723,502.55,68.42,519.32,30.91,19.75,64.66
2732,505.57,67.07,510.75,31.97,17.13,73.7
2733,626.57,65.89,427.5,27.17,20.81,81.07
2734,428.73,65.23,533.36,19.75,20.1,69.48
2736,676.88,63.23,465.61,24.19,19.46,73.3
2756,495.86,65.96,433.55,20.41,20.4,82.87
2804,429.66,74.63,458.27,26.91,20.7,83.66
2832,522.2,72.57,534.13,24.34,19.74,78.82
2845,455.2,61.31,463.6,37.36,20.8,82.15
2846,604.8,69.66,407.24,32.72,19.86,78.44
2858,514.97,73.62,448.5,29.13,21.63,87.11
2892,449.81,68.58,491.59,38.89,18.61,82.7
2898,487.38,67.99,486.95,20.16,20.61,81.76
2900,210.59,64.98,547.36,37.62,20.25,83.8
2922,464.09,67.85,457.29,30.32,21.24,81.5
2928,418.35,66.36,466.98,26.7,22.24,78.23
2939,462.42,58.23,498.39,35.88,21.7,70.84
2940,370.92,70.25,502.62,32.09,18.8,93.25
2951,376.01,77.36,497.96,27.18,20.57,91.03
2953,480.55,60.21,480.85,34.75,19.8,83.48
2965,549.68,66.7,560.08,30.47,19.38,89.34
2967,475.01,64.13,409.3,33.21,21.98,75.72
2972,447.8,59.05,544.05,29.95,19.09,83.65
2978,433.12,74.41,538.33,34.4,19.5,66.86
2980,285.25,65.99,580.23,30.85,21.08,87.46
2985,319.11,63.1,517.85,39.2,21.1,74.12
3010,429.31,63.2,465.99,28.14,21.1,77.29
3036,317.4,61.86,516.54,33.25,22.14,91.67
3069,574.45,69.17,488.41,27.58,21.84,78.72
3077,394.68,62.54,485.19,34.77,19.49,75.08
3083,419.68,72.01,487.78,27.86,19.91,79.59
3107,428.37,60.25,511.43,43.44,17.73,82.43
3114,579.01,57.98,516.53,42.99,19.17,83.31
3116,537.69,70.86,519.9,27.27,19.3,72.04
3144,488.48,66.57,558.95,34.19,21.92,76.28
3146,339.01,74.24,570.03,28.72,20.79,89.98
3168,449.7,74.76,379.75,35.34,19.33,73.59
3188,357.36,65.34,512.46,40.05,19.81,71.21
3196,549.06,67.97,553.7,27.4,16.49,76.93
3200,376.28,69.58,487.71,30.38,18.83,76.43
65,457.94,60.28,473.57,29.91,20.7,81.21
68,486.26,72.87,516.77,20.19,21.18,75.82
97,544.82,67.85,528.12,29.21,17.68,79.82
99,446.35,62.4,490.82,26.93,18.13,64.01
130,394.64,63.51,483.6,26.58,20.2,73.75
131,435.82,73.66,526.27,26.67,18.04,79.36
134,365.95,57.3,502.34,31.57,22.71,74.59
154,294.91,67.77,587.62,24.65,24.61,86.53
161,511.64,65.95,558.57,30.93,21.98,75.0
170,287.47,68.82,550.85,24.39,20.46,73.63
187,365.17,64.79,525.87,19.3,20.94,76.67
196,402.35,70.92,509.22,30.64,19.46,96.28
209,495.19,69.7,475.55,38.58,22.77,94.77
216,337.88,64.5,488.48,37.86,20.67,81.11
223,486.42,64.98,530.83,36.05,19.76,79.88
234,268.55,69.05,602.76,31.08,17.24,81.76
240,538.3,66.13,438.76,42.66,18.63,84.86
259,291.32,59.87,552.72,42.61,20.95,75.12
268,517.05,60.95,493.6,32.11,18.6,80.9
269,506.43,67.07,493.26,32.3,20.52,75.74
281,456.38,64.74,467.41,28.9,20.54,85.23
287,457.26,63.95,432.59,32.96,21.58,76.21
315,444.46,67.75,507.33,30.82,20.21,73.39
322,506.79,71.63,507.59,27.29,20.34,84.01
326,360.23,63.56,458.32,25.52,16.72,79.82
345,311.5,65.24,547.57,32.25,20.64,78.85
352,646.83,63.79,546.45,39.6,18.66,89.97
379,454.01,70.75,499.41,28.98,18.46,85.25
408,568.95,59.15,499.09,36.24,19.73,82.55
409,507.57,59.53,427.61,36.95,21.35,80.71
420,531.9,60.47,470.93,36.63,21.84,88.56
430,555.21,71.19,398.11,36.06,18.88,69.61
440,249.69,66.35,473.06,21.93,22.71,75.1
444,479.82,71.27,510.15,31.81,21.51,85.39
448,430.21,70.82,514.2,23.96,20.75,80.43
455,500.17,71.14,504.82,28.59,18.38,72.11
468,501.89,67.97,464.53,38.41,17.94,72.55
473,381.88,63.07,489.36,32.63,19.39,84.82
478,447.6,68.12,535.9,19.41,20.9,76.51
480,491.7,64.93,386.87,30.44,21.01,71.19
508,470.19,68.03,511.87,27.64,19.15,76.17
529,547.15,65.45,517.17,27.17,21.97,86.51
541,432.84,71.14,466.33,18.38,21.14,73.22
556,326.79,62.28,577.04,22.49,19.24,77.36
559,288.12,58.63,510.07,25.67,19.33,82.23
560,729.82,67.71,551.93,31.16,20.23,80.05
581,361.37,64.8,471.33,21.73,24.61,77.11
584,337.37,61.88,452.74,24.96,19.37,73.56
596,497.7,65.94,525.39,40.71,19.29,87.86
611,445.59,77.14,392.87,33.13,18.64,63.93
624,573.69,69.02,478.96,25.54,20.01,80.1
628,372.3,73.48,533.2,35.03,18.03,77.45
631,429.79,73.65,460.94,33.83,21.49,76.27
633,382.94,68.49,524.83,31.2,16.64,73.84
634,638.82,69.31,511.03,35.06,19.95,76.14
639,374.23,64.33,552.68,40.1,21.73,80.02
654,488.75,65.97,441.05,38.71,20.56,63.36
658,437.47,60.68,504.22,36.93,21.74,85.97
680,436.11,61.33,589.22,35.63,21.75,93.1
688,416.98,70.74,479.28,27.25,20.31,76.55
694,505.18,73.61,558.0,19.06,20.39,81.62
739,429.9,67.58,407.86,29.1,19.67,81.63
752,529.71,68.55,501.12,35.82,21.08,98.98
761,542.2,73.02,394.17,32.23,19.85,77.74
778,589.65,70.85,563.01,23.5,22.61,87.37
782,505.65,71.39,563.79,29.96,20.9,90.33
785,516.65,60.72,457.22,33.4,16.33,86.71
788,427.52,69.03,600.3,31.34,21.12,86.92
794,420.07,73.35,513.38,25.06,19.87,84.41
800,453.54,71.44,485.82,29.62,17.38,72.99
807,551.74,71.14,504.63,31.38,18.41,91.07
811,463.7,62.23,509.83,28.56,18.76,68.72
832,484.05,68.94,422.03,31.27,20.24,82.34
835,313.63,70.14,554.03,19.86,19.12,65.83
847,267.77,66.5,510.21,21.81,20.94,66.96
866,452.99,58.67,497.79,30.19,19.51,79.94
896,359.03,71.21,493.73,32.08,20.44,75.1
963,409.37,63.16,505.22,23.43,18.86,71.62
964,333.64,75.76,503.14,27.52,21.26,84.44
985,458.67,73.17,497.05,19.0,21.54,91.36
987,468.29,70.9,505.56,14.38,21.88,80.03
1019,516.25,71.36,478.12,35.36,19.15,77.11
1026,489.43,71.75,495.94,26.14,18.88,80.13
1048,585.37,70.8,561.65,25.52,20.08,87.53
1060,347.95,64.49,457.08,33.34,18.46,75.84
1074,432.79,63.33,530.43,26.52,20.94,84.37
1077,279.62,69.62,495.49,28.89,21.08,72.98
1079,558.54,64.25,451.33,22.7,21.54,82.39
1092,284.77,57.97,468.7,24.82,16.95,64.41
1099,401.41,61.56,491.67,31.8,20.15,89.73
1105,290.24,65.08,474.47,25.79,22.28,83.87
1111,389.75,68.26,551.72,20.52,20.74,83.48
1140,417.48,66.71,540.36,38.77,20.23,88.32
1150,466.95,61.31,542.12,28.05,19.69,80.58
1160,547.4,62.2,424.34,32.26,19.42,73.85
1163,476.52,64.33,463.84,27.45,18.72,80.22
1168,656.05,59.09,466.63,30.74,19.91,80.86
1175,498.47,66.44,460.09,33.91,20.88,82.22
1195,417.01,62.41,447.62,36.04,23.38,90.77
1201,211.51,61.97,515.03,36.86,19.02,79.71
1203,376.48,63.11,490.34,29.67,20.84,72.17
1214,323.53,64.36,513.93,31.6,20.07,84.25
1215,502.26,59.63,487.49,22.41,19.02,74.6
1228,355.4,66.1,506.75,26.81,21.9,79.05
1231,388.23,70.32,515.57,20.23,19.0,79.52
1257,527.64,63.12,489.55,23.86,19.28,70.03
1275,459.64,72.71,379.53,30.38,19.35,77.56
1276,411.59,80.26,584.47,35.23,19.21,74.53
1279,535.4,66.85,451.11,28.21,18.2,75.73
1312,471.21,76.9,549.87,20.09,16.99,77.58
1320,346.86,65.78,482.6,23.51,21.85,76.21
1330,407.85,64.74,440.46,24.93,20.57,86.76
1337,355.4,62.9,457.37,19.39,19.32,83.93
1345,398.55,72.82,512.45,24.54,22.5,80.94
1371,274.4,61.74,496.46,27.15,21.17,74.42
1372,406.73,66.56,545.98,30.45,19.22,85.64
1379,529.7,74.48,552.14,19.23,16.82,75.36
1381,534.2,65.82,393.85,24.28,19.49,65.84
1385,443.02,71.94,460.71,29.29,16.3,73.83
1398,399.37,69.53,507.8,23.72,19.81,81.94
1407,461.91,57.28,506.94,32.34,19.58,79.14
1424,518.0,62.11,560.27,33.98,18.79,77.64
1456,497.67,64.87,519.68,37.44,19.72,79.05
1463,413.02,70.69,482.43,26.79,19.61,79.66
1482,489.83,60.95,493.74,25.26,22.78,84.43
1536,503.31,73.41,581.2,21.96,18.13,81.15
1543,382.99,62.33,397.43,39.02,20.91,85.61
1547,273.77,65.93,556.21,33.28,19.81,89.06
1564,475.54,61.17,544.03,31.27,23.13,79.75
1566,546.49,63.34,469.86,38.75,19.1,83.08
1570,550.15,69.21,509.83,29.91,19.51,71.76
1582,378.37,64.34,478.85,38.59,18.99,68.91
1583,400.9,66.29,519.58,33.34,18.6,87.57
1588,449.51,70.4,460.59,27.93,20.47,80.87
1600,434.32,73.53,591.93,19.86,22.66,84.86
1608,439.15,75.83,611.64,30.73,20.1,86.87
1609,363.39,63.84,518.71,23.2,21.69,79.43
1632,370.71,68.07,539.07,26.63,20.9,81.89
1649,466.73,66.92,423.6,27.14,16.83,68.75
1663,441.91,63.18,484.65,30.21,19.48,84.87
1690,555.74,66.67,531.84,30.78,18.97,87.45
1693,374.6,68.84,533.95,25.75,22.72,72.45
1707,479.05,68.41,433.67,36.17,18.93,84.74
1725,588.01,66.59,409.29,34.79,17.27,85.55
1737,346.53,82.61,566.95,15.74,20.56,82.1
1754,355.37,65.07,498.94,28.77,21.11,77.46
1767,514.43,63.69,484.7,29.95,17.53,75.54
1770,433.37,66.09,518.45,26.05,19.93,73.88
1786,473.09,63.35,501.11,34.72,18.93,85.38
1834,455.86,68.68,550.26,31.24,19.24,89.98
1835,495.19,78.65,393.66,21.18,21.69,70.66
1838,449.77,68.74,467.46,21.76,18.17,67.38
1861,453.4,63.93,476.4,33.04,21.66,73.61
1872,519.55,67.31,491.76,33.16,18.16,74.68
1887,425.54,73.76,503.88,31.26,16.77,73.79
