ID,Idade,Renda,Regiao,Genero,seguro auto,seguro vida Emp,seguro vida PF,Seguro Residencial,Investimento Fundos_cambiais,Investimento Fundos_commodities,Investimento LCI,Investimento LCA,Investimento Poupanca,Investimento Fundos Multimercado,Investimento Tesouro Direto,Financiamento Casa,Financiamento Carro,Emprestimo _pessoal,Emprestimo _consignado,Emprestimo _limite_especial,Emprestimo _educacao,Emprestimo _viagem,Investimento CDB,Investimento Fundos,RECOMMENDATION_1,CONFIDENCE_1,RECOMMENDATION_2,CONFIDENCE_2,RECOMMENDATION_3,CONFIDENCE_3
22855.0,32.429,7673.558,CO,1.0,T,F,F,T,T,F,F,F,F,F,T,F,F,F,F,F,F,F,T,F,seguro vida Emp,0.947075208913649,seguro vida PF,0.947075208913649,,
22855.0,42.67,7388.053,N,1.0,F,F,F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,T,F,,,,,,
22855.0,32.429,7673.558,CO,1.0,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,seguro vida Emp,0.947075208913649,seguro vida PF,0.947075208913649,,
22855.0,42.67,7388.053,N,1.0,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,,,,,,
22855.0,42.67,7388.053,N,1.0,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,,,,,,
22855.0,32.429,7673.558,CO,1.0,T,F,F,T,T,F,F,F,F,F,T,F,F,F,F,F,F,F,T,F,seguro vida Emp,0.947075208913649,seguro vida PF,0.947075208913649,,
22856.0,62.281,8122.227,SE,0.0,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,T,F,,,,,,
22867.0,30.308,8083.42,SE,1.0,T,T,T,T,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,seguro vida Emp,0.9441860465116279,seguro vida PF,0.9441860465116279,,
22873.0,26.824,7869.121,S,1.0,F,F,T,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,T,F,Seguro Residencial,0.8025177025963808,seguro auto,0.8025177025963808,seguro vida Emp,0.8025177025963808
22878.0,42.526,5986.082,NE,1.0,F,F,F,F,F,F,T,F,T,F,T,F,T,F,F,F,F,F,F,F,,,,,,
22881.0,38.36,9319.512,SE,0.0,T,T,T,T,F,F,F,F,F,F,F,F,F,T,F,T,T,T,F,T,Emprestimo _consignado,0.956882255389718,,,,
22891.0,41.731,7852.792,CO,0.0,T,T,T,T,F,F,F,F,F,T,F,T,T,T,T,T,F,T,F,F,Emprestimo _consignado,0.956882255389718,,,,
22904.0,48.382,6611.492,SE,0.0,F,F,F,F,T,T,T,T,T,F,F,F,T,F,F,F,F,F,T,T,Investimento Fundos_commodities,0.8394308943089431,Investimento LCA,0.8394308943089431,,
22909.0,35.05,5879.891,S,1.0,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,F,T,T,F,Seguro Residencial,0.8025177025963808,seguro auto,0.8025177025963808,seguro vida Emp,0.8025177025963808
22914.0,38.777,7538.718,S,0.0,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,,,,,,
22935.0,31.358,8240.068,NE,0.0,F,F,F,F,T,F,F,T,F,F,T,F,T,T,F,F,T,F,F,F,Investimento Fundos_commodities,0.8018348623853211,Investimento LCI,0.8018348623853211,,
22944.0,49.938,7878.316,S,1.0,F,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F,F,T,F,,,,,,
22950.0,55.112,7615.191,SE,1.0,F,F,F,F,T,T,F,T,T,F,F,F,F,T,F,F,T,F,F,F,Investimento LCA,0.8377281947261663,Investimento LCI,0.8377281947261663,,
22952.0,35.385,7842.471,N,1.0,F,T,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,T,F,F,Investimento Fundos_commodities,0.8018348623853211,Investimento LCI,0.8018348623853211,,
22961.0,32.843,7512.882,S,0.0,T,T,T,T,T,T,T,T,T,T,F,F,F,F,F,F,F,F,T,T,Investimento Fundos_commodities,0.8394308943089431,Investimento LCA,0.8394308943089431,,
22962.0,43.313,7911.384,SE,0.0,T,T,T,T,T,T,T,T,T,F,T,F,F,F,F,F,F,T,T,T,Emprestimo _educacao,0.8813825608798115,,,,
22977.0,18.811,7857.122,SE,1.0,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,T,F,F,,,,,,
22994.0,35.78,7182.227,S,1.0,T,T,T,T,T,T,T,T,T,F,F,F,F,F,F,F,F,F,T,T,Investimento Fundos_commodities,0.8394308943089431,Investimento LCA,0.8394308943089431,,
22995.0,36.755,8008.653,NE,0.0,T,T,T,T,F,F,F,F,F,T,F,F,T,T,T,T,T,T,T,T,Emprestimo _consignado,0.956882255389718,,,,
22996.0,33.431,7135.008,NE,0.0,F,F,F,F,F,F,F,F,T,F,F,F,F,T,T,T,T,T,T,T,Emprestimo _consignado,0.956882255389718,,,,
23004.0,44.64,6910.85,SE,0.0,F,F,F,F,F,F,F,F,T,F,F,F,T,F,F,F,F,F,F,F,,,,,,
23004.0,44.64,6910.85,SE,0.0,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,Investimento CDB,0.8779310344827587,,,,
23004.0,44.64,6910.85,SE,0.0,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,,,,,,
23004.0,44.64,6910.85,SE,0.0,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,T,F,T,Investimento CDB,0.8779310344827587,,,,
23004.0,24.746,6648.11,NE,1.0,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,T,Investimento CDB,0.8779310344827587,,,,
23004.0,24.746,6648.11,NE,1.0,F,F,F,F,F,F,F,F,T,F,F,F,T,F,F,F,F,F,F,F,,,,,,
23004.0,24.746,6648.11,NE,1.0,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,T,F,T,Investimento CDB,0.8779310344827587,,,,
23004.0,24.746,6648.11,NE,1.0,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,,,,,,
23010.0,45.341,8913.91,S,1.0,F,F,F,F,T,T,T,T,T,T,T,F,F,F,F,F,F,F,T,F,Investimento Fundos_commodities,0.8394308943089431,Investimento LCA,0.8394308943089431,,
23021.0,35.697,6330.613,NE,1.0,T,T,T,T,T,T,T,T,T,F,F,F,F,F,F,F,F,F,T,T,Investimento Fundos_commodities,0.8394308943089431,Investimento LCA,0.8394308943089431,,
23026.0,33.771,6794.099,SE,1.0,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,,,,,,
23033.0,37.937,6427.5,S,1.0,F,F,F,F,T,T,T,F,F,F,F,F,T,T,F,T,T,T,T,T,Emprestimo _consignado,0.956882255389718,,,,
23041.0,30.296,7470.508,SE,1.0,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,T,F,,,,,,
23061.0,47.858,7226.942,SE,1.0,T,T,T,T,F,F,F,F,T,F,T,F,T,T,T,T,T,T,T,T,Emprestimo _consignado,0.956882255389718,,,,
23074.0,39.288,8121.626,NE,0.0,F,T,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,,,,,,
23101.0,50.318,8493.376,SE,1.0,F,T,F,T,F,F,T,F,F,T,F,F,F,T,F,F,F,T,T,F,seguro auto,0.897887323943662,seguro vida PF,0.897887323943662,,
23106.0,40.24,8705.479,SE,0.0,F,F,F,F,F,T,F,F,T,F,T,F,F,F,F,F,F,F,F,F,,,,,,
23132.0,39.449,7856.694,S,0.0,F,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,T,T,Investimento Fundos_cambiais,0.8449669360764144,Investimento Fundos_commodities,0.8449669360764144,,
23170.0,49.747,8911.166,NE,1.0,T,T,T,T,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,Seguro Residencial,0.9595323741007195,seguro auto,0.9595323741007195,,
23184.0,32.696,6079.491,CO,1.0,F,F,F,F,F,F,T,F,F,F,F,F,T,F,F,F,F,F,F,F,,,,,,
23201.0,33.787,6115.22,NE,1.0,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F,,,,,,
23202.0,43.776,8598.779,NE,1.0,F,F,F,F,T,T,T,T,T,F,F,F,F,F,F,F,F,F,T,T,Investimento Fundos_commodities,0.8394308943089431,Investimento LCA,0.8394308943089431,,
23205.0,43.436,8140.477,SE,0.0,F,T,F,F,T,F,T,F,T,F,F,F,F,F,T,F,F,F,F,F,Investimento Fundos_commodities,0.8394308943089431,Investimento LCA,0.8394308943089431,,
23205.0,28.245,7324.328,SE,0.0,T,T,T,T,F,T,F,F,F,F,F,F,F,F,T,F,F,F,F,F,seguro vida Emp,0.9441860465116279,seguro vida PF,0.9441860465116279,,
23205.0,43.436,8140.477,SE,0.0,F,T,F,F,F,T,F,F,F,F,F,F,F,F,T,F,F,F,F,F,,,,,,
23205.0,28.245,7324.328,SE,0.0,T,T,T,T,T,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,Investimento Fundos_commodities,0.8394308943089431,Investimento LCA,0.8394308943089431,,
23205.0,43.436,8140.477,SE,0.0,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,,,,
23205.0,43.436,8140.477,SE,0.0,F,T,F,F,T,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,Investimento Fundos_commodities,0.8394308943089431,Investimento LCA,0.8394308943089431,,
23205.0,28.245,7324.328,SE,0.0,T,T,T,T,T,F,T,F,T,F,F,F,F,F,T,F,F,F,F,F,Investimento Fundos_commodities,0.8394308943089431,Investimento LCA,0.8394308943089431,,
23205.0,28.245,7324.328,SE,0.0,T,T,T,T,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,seguro vida Emp,0.9441860465116279,seguro vida PF,0.9441860465116279,,
23217.0,26.782,7703.679,CO,1.0,F,F,F,F,T,T,T,T,T,T,T,F,F,F,F,F,F,F,T,T,Investimento Fundos_commodities,0.8394308943089431,Investimento LCA,0.8394308943089431,,
23232.0,29.129,6922.833,SE,0.0,F,F,F,F,F,F,F,F,T,F,F,F,T,F,F,F,F,F,T,F,,,,,,
23233.0,35.347,6532.802,SE,0.0,F,F,F,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F,T,F,,,,,,
23237.0,44.265,7425.444,SE,0.0,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,,,,,,
23238.0,22.201,8011.414,SE,0.0,T,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,T,F,,,,,,
23260.0,49.903,6924.971,NE,0.0,T,T,T,T,F,F,F,F,F,T,F,F,T,T,T,T,T,T,T,T,Emprestimo _consignado,0.956882255389718,,,,
23264.0,37.68,6957.086,CO,1.0,F,F,F,F,T,T,T,T,T,T,T,F,F,F,F,F,F,F,F,T,Investimento Fundos_commodities,0.8394308943089431,Investimento LCA,0.8394308943089431,,
23309.0,38.264,7782.527,CO,1.0,F,F,F,T,F,F,F,F,F,F,T,F,F,F,T,F,F,F,F,F,,,,,,
23318.0,47.215,7611.596,SE,1.0,F,F,F,F,F,F,F,F,F,T,T,F,F,F,T,F,F,T,T,F,,,,,,
23329.0,39.043,8220.546,SE,0.0,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,T,T,,,,,,
23329.0,39.043,8220.546,SE,0.0,F,F,F,F,T,F,T,F,T,F,F,F,F,F,F,F,F,F,T,T,Investimento Fundos_commodities,0.8394308943089431,Investimento LCA,0.8394308943089431,,
23329.0,34.438,7018.312,CO,1.0,T,T,T,T,T,F,T,F,T,F,F,F,F,F,F,F,F,F,T,T,Investimento Fundos_commodities,0.8394308943089431,Investimento LCA,0.8394308943089431,,
23329.0,34.438,7018.312,CO,1.0,T,T,T,T,T,F,T,F,T,F,F,F,F,F,T,F,F,F,T,F,Investimento Fundos_commodities,0.8394308943089431,Investimento LCA,0.8394308943089431,,
23329.0,34.438,7018.312,CO,1.0,T,T,T,T,F,F,F,F,F,T,F,F,F,F,F,F,F,F,T,T,seguro vida Emp,0.947075208913649,seguro vida PF,0.947075208913649,,
23329.0,34.438,7018.312,CO,1.0,T,T,T,T,F,F,F,F,F,T,F,F,F,F,T,F,F,F,T,F,seguro vida Emp,0.947075208913649,seguro vida PF,0.947075208913649,,
23329.0,39.043,8220.546,SE,0.0,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F,F,F,T,F,,,,,,
23329.0,39.043,8220.546,SE,0.0,F,F,F,F,T,F,T,F,T,F,F,F,F,F,T,F,F,F,T,F,Investimento Fundos_commodities,0.8394308943089431,Investimento LCA,0.8394308943089431,,
23331.0,40.06,8146.1,SE,1.0,F,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,Seguro Residencial,0.9595323741007195,seguro auto,0.9595323741007195,,
23332.0,47.062,8201.264,SE,1.0,T,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,,,,,,
23344.0,32.197,7446.731,SE,1.0,T,T,T,T,T,T,F,F,T,F,F,T,T,T,T,T,F,F,T,F,Emprestimo _consignado,0.956882255389718,,,,
23346.0,26.899,8481.575,SE,0.0,T,T,T,T,T,F,F,F,F,F,T,T,T,T,T,T,F,F,F,T,Emprestimo _consignado,0.956882255389718,,,,
23351.0,64.578,8193.8,SE,0.0,T,T,T,T,F,F,F,F,F,T,F,T,T,T,T,T,F,F,T,F,Emprestimo _consignado,0.956882255389718,,,,
23362.0,56.382,7150.615,NE,1.0,T,T,T,T,F,F,T,T,F,F,F,T,T,T,T,T,F,F,F,F,Emprestimo _consignado,0.956882255389718,,,,
23370.0,18.338,7329.379,N,1.0,F,F,F,F,T,T,F,F,T,F,T,F,F,F,F,F,F,T,T,T,Emprestimo _educacao,0.8813825608798115,,,,
23381.0,46.96,8898.332,SE,1.0,F,T,F,F,F,F,F,F,F,F,T,F,T,F,F,F,F,F,T,F,,,,,,
23383.0,50.985,7819.643,SE,1.0,F,T,F,F,T,T,T,T,F,F,F,F,F,F,F,T,T,T,T,T,Emprestimo _viagem,0.8564885496183207,Investimento Fundos,0.8564885496183207,,
23386.0,50.347,7324.589,S,0.0,T,T,T,T,F,F,T,F,F,T,F,F,F,F,F,F,F,F,T,F,seguro vida Emp,0.947075208913649,seguro vida PF,0.947075208913649,,
23388.0,20.251,6020.899,SE,1.0,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,,,,
23389.0,27.792,7380.438,NE,0.0,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,F,F,T,F,Investimento Fundos_commodities,0.9331532748143146,,,,
23393.0,44.648,7846.019,SE,0.0,F,F,F,T,T,F,F,F,F,F,F,F,T,T,F,F,F,T,F,F,,,,,,
23402.0,36.977,8660.958,S,1.0,T,T,T,T,F,F,F,F,T,T,T,T,F,F,F,F,F,F,T,F,seguro vida Emp,0.947075208913649,seguro vida PF,0.947075208913649,,
23408.0,35.034,7356.821,SE,0.0,F,F,F,F,T,T,T,T,T,T,F,F,F,F,F,F,F,F,T,T,Investimento Fundos_commodities,0.8394308943089431,Investimento LCA,0.8394308943089431,,
23434.0,48.829,8595.553,SE,0.0,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,,,,
23441.0,27.39,9050.119,CO,0.0,T,T,T,T,F,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,seguro vida Emp,0.9441860465116279,seguro vida PF,0.9441860465116279,,
23448.0,33.092,8355.643,SE,0.0,T,T,F,F,F,F,T,F,T,F,F,F,T,F,F,F,F,F,F,F,Seguro Residencial,0.9441860465116279,seguro vida PF,0.9441860465116279,,
23466.0,26.842,8557.465,SE,1.0,T,T,T,T,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,seguro vida Emp,0.9441860465116279,seguro vida PF,0.9441860465116279,,
23468.0,33.475,7080.78,SE,1.0,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,,,,,,
23480.0,64.77,8571.887,NE,1.0,T,T,T,T,F,F,F,F,F,F,F,F,T,T,T,T,T,T,T,T,Emprestimo _consignado,0.956882255389718,,,,
23500.0,30.11,7973.341,SE,0.0,F,F,F,T,T,F,F,F,T,F,T,F,T,F,F,F,F,T,F,F,,,,,,
23511.0,34.57,9228.625,SE,0.0,F,T,T,F,T,T,T,F,F,T,F,F,F,F,T,F,T,T,T,T,Emprestimo _viagem,0.8564885496183207,Investimento Fundos,0.8564885496183207,,
23524.0,32.588,7689.911,CO,0.0,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,,,,
23534.0,38.545,6956.188,SE,0.0,F,T,F,F,F,F,F,F,T,F,F,F,F,T,F,F,F,F,F,F,,,,,,
23546.0,38.859,5775.792,CO,1.0,T,T,T,T,T,F,F,F,F,F,F,T,T,T,T,T,T,F,F,F,Emprestimo _consignado,0.956882255389718,,,,
23549.0,26.781,8909.526,N,1.0,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,F,,,,,,
23557.0,41.401,7078.856,SE,0.0,F,F,F,F,T,T,T,T,T,F,T,F,T,T,F,F,F,F,T,T,Investimento Fundos_commodities,0.8394308943089431,Investimento LCA,0.8394308943089431,,
23562.0,28.524,7134.254,SE,0.0,F,T,F,F,F,F,T,F,T,F,F,F,T,F,F,F,F,F,F,F,,,,,,
23566.0,61.861,7545.902,NE,1.0,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,,,,,,
23572.0,33.262,8116.196,CO,1.0,F,F,F,F,F,F,F,T,F,F,T,F,F,F,F,F,F,F,F,F,,,,,,
23578.0,77.88,6748.072,S,0.0,T,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,seguro vida Emp,0.947075208913649,seguro vida PF,0.947075208913649,,
23589.0,52.323,8193.789,SE,1.0,F,F,F,F,T,F,T,F,F,T,F,F,F,F,F,T,F,F,F,F,Investimento Fundos_commodities,0.8823244552058112,,,,
23603.0,18.817,7642.495,S,0.0,T,T,T,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,seguro vida Emp,0.9441860465116279,seguro vida PF,0.9441860465116279,,
23605.0,34.678,6185.817,NE,0.0,T,F,F,F,F,F,T,F,T,F,T,F,F,F,F,F,F,F,T,T,Investimento Fundos_cambiais,0.8449669360764144,Investimento Fundos_commodities,0.8449669360764144,,
23605.0,34.678,6185.817,NE,0.0,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,,,,,,
23605.0,22.347,6848.191,NE,0.0,F,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F,F,,,,,,
23605.0,22.347,6848.191,NE,0.0,F,F,F,F,F,F,T,F,T,F,T,F,T,F,F,F,F,T,F,F,,,,,,
23605.0,22.347,6848.191,NE,0.0,F,F,F,F,F,F,T,F,T,F,T,F,F,F,F,F,F,F,T,T,Investimento Fundos_cambiais,0.8449669360764144,Investimento Fundos_commodities,0.8449669360764144,,
23605.0,34.678,6185.817,NE,0.0,T,F,F,F,F,F,T,F,T,F,T,F,T,F,F,F,F,T,F,F,,,,,,
23605.0,34.678,6185.817,NE,0.0,T,F,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F,F,,,,,,
23605.0,22.347,6848.191,NE,0.0,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,T,,,,,,
23638.0,53.752,7994.49,NE,1.0,F,F,F,F,T,T,T,F,F,F,F,F,F,F,F,F,T,T,T,T,Emprestimo _viagem,0.8564885496183207,Investimento Fundos,0.8564885496183207,,
23642.0,45.421,8501.528,NE,1.0,T,T,T,T,T,T,T,T,T,F,F,F,F,F,F,F,F,F,T,T,Investimento Fundos_commodities,0.8394308943089431,Investimento LCA,0.8394308943089431,,
23647.0,35.833,7179.101,NE,1.0,T,T,T,T,T,F,F,F,F,F,T,T,F,F,F,F,F,F,T,F,seguro vida Emp,0.947075208913649,seguro vida PF,0.947075208913649,,
23660.0,18.691,7802.355,N,1.0,T,T,T,T,T,T,T,T,T,T,T,F,F,T,T,T,F,F,F,F,Emprestimo _consignado,0.956882255389718,,,,
23665.0,43.012,7140.82,SE,0.0,F,F,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,,,,,,
23674.0,49.798,7822.833,NE,1.0,F,F,F,F,T,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,,,,,,
23682.0,33.349,5751.683,S,1.0,T,F,F,F,F,F,F,F,F,T,T,F,T,T,F,F,F,F,T,F,,,,,,
23686.0,20.142,7599.843,S,1.0,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,Investimento CDB,0.828078524687686,,,,
23691.0,33.417,6186.561,CO,0.0,F,F,F,F,F,F,F,T,F,T,F,F,T,F,F,F,F,F,F,F,,,,,,
23693.0,28.869,8027.577,S,0.0,F,F,F,F,F,F,F,T,F,F,F,F,F,F,T,F,F,F,T,F,,,,,,
23700.0,20.125,7933.718,S,1.0,T,T,T,T,F,F,F,F,F,F,F,F,T,F,F,F,F,F,T,F,seguro vida Emp,0.947075208913649,seguro vida PF,0.947075208913649,,
23703.0,37.728,7058.285,CO,0.0,F,T,F,F,F,F,F,T,F,F,F,F,T,T,F,F,T,F,F,T,Emprestimo _viagem,0.8890649762282092,Investimento CDB,0.8890649762282092,,
23709.0,57.49,7057.178,NE,0.0,F,F,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,T,F,,,,,,
23712.0,36.333,6491.987,SE,0.0,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,F,,,,,,
23720.0,64.28,7074.453,SE,1.0,F,F,F,F,F,T,T,F,T,F,F,F,F,T,T,T,T,T,T,T,Emprestimo _consignado,0.956882255389718,,,,
23722.0,19.969,6935.234,S,1.0,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,,,,,,
23723.0,43.815,5858.251,SE,1.0,F,T,F,F,T,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,Investimento Fundos_commodities,0.8823244552058112,,,,
23725.0,24.633,8237.352,S,1.0,F,F,F,F,T,F,F,F,F,F,T,F,T,F,F,F,F,F,T,F,,,,,,
23727.0,40.717,7629.971,S,1.0,F,F,F,F,F,F,F,F,T,T,F,F,T,F,F,F,F,F,F,T,,,,,,
23747.0,24.119,6738.728,NE,1.0,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,,,,,,
23748.0,45.95,18049.0,SE,1.0,F,F,F,F,F,F,F,T,T,F,T,F,F,F,F,F,F,T,T,T,Emprestimo _educacao,0.8813825608798115,,,,
23755.0,27.167,7784.194,SE,0.0,F,F,F,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,F,,,,,,
23788.0,48.527,8497.819,CO,1.0,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,F,T,F,,,,,,
23792.0,42.577,6489.473,SE,1.0,F,F,F,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,T,Investimento CDB,0.8190309398715704,,,,
23803.0,27.441,7178.642,SE,0.0,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,T,F,,,,,,
23834.0,25.377,5552.794,SE,0.0,T,T,T,T,F,F,T,F,F,F,T,T,T,T,T,T,F,F,F,F,Emprestimo _consignado,0.956882255389718,,,,
23844.0,19.784,7585.838,SE,0.0,F,F,F,F,F,F,T,T,F,F,T,F,F,T,F,F,F,F,F,F,Investimento Fundos_commodities,0.8361650485436893,,,,
23851.0,32.928,6549.763,S,1.0,F,F,F,F,F,T,F,F,T,F,T,F,F,F,F,F,F,F,F,F,,,,,,
23855.0,31.088,6957.074,SE,1.0,T,F,F,F,F,F,F,F,F,T,F,F,F,F,T,F,F,T,F,F,,,,,,
23860.0,42.053,8593.823,SE,1.0,F,T,F,F,F,F,F,F,F,F,T,F,F,T,F,T,F,F,T,F,Emprestimo _consignado,0.956882255389718,,,,
23861.0,49.359,6940.155,N,1.0,F,F,F,T,F,F,F,F,F,F,T,F,F,F,F,F,F,F,T,F,,,,,,
23875.0,79.479,7230.591,SE,0.0,T,T,T,T,F,T,T,F,F,F,T,F,F,F,F,F,F,F,F,T,Seguro Residencial,0.9608404966571156,seguro auto,0.9608404966571156,,
23877.0,42.004,7585.023,CO,1.0,F,F,F,F,T,T,F,F,T,F,F,F,T,F,F,F,F,F,F,F,Investimento LCA,0.8377281947261663,Investimento LCI,0.8377281947261663,,
23901.0,36.413,7051.747,CO,0.0,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,F,F,,,,,,
23906.0,40.563,7159.255,NE,0.0,F,F,F,F,T,F,F,F,T,F,F,F,F,F,F,F,F,F,F,F,,,,,,
23913.0,39.282,8396.779,N,0.0,T,T,T,T,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,seguro vida Emp,0.9416785206258891,seguro vida PF,0.9416785206258891,,
23922.0,49.03,8501.837,CO,1.0,T,F,F,T,F,F,F,F,T,F,F,F,F,F,F,F,F,T,F,F,seguro vida Emp,0.9416785206258891,seguro vida PF,0.9416785206258891,,
23933.0,20.397,7708.097,NE,1.0,T,F,F,F,F,F,T,F,T,F,F,F,F,F,F,F,F,T,F,F,,,,,,
23950.0,41.166,8204.59,SE,0.0,F,T,T,F,F,F,T,F,F,T,F,F,T,F,F,F,F,F,T,F,Seguro Residencial,0.9631728045325779,seguro auto,0.9631728045325779,,
23973.0,51.43,7144.229,SE,1.0,T,F,F,F,F,T,T,F,T,F,T,F,F,T,T,T,T,T,T,T,Emprestimo _consignado,0.956882255389718,,,,
23976.0,44.738,6735.507,CO,1.0,F,F,F,F,F,F,T,T,T,F,F,F,T,F,F,F,F,F,F,F,Investimento Fundos_cambiais,0.9130434782608695,Investimento Fundos_commodities,0.9130434782608695,,
23986.0,54.249,7336.43,SE,1.0,T,T,T,T,T,T,T,T,T,F,F,F,T,F,F,F,F,F,T,T,Investimento Fundos_commodities,0.8394308943089431,Investimento LCA,0.8394308943089431,,
24002.0,57.26,6378.585,S,1.0,F,F,F,F,F,F,F,T,T,T,F,F,F,T,F,F,F,F,F,T,,,,,,
24022.0,19.728,8157.891,NE,0.0,F,T,F,F,T,T,T,F,T,T,F,F,F,T,T,F,T,T,T,T,Emprestimo _limite_especial,0.9640768588137009,,,,
24037.0,50.982,5277.461,NE,1.0,F,F,F,T,T,T,F,F,F,F,F,F,F,T,F,F,F,F,T,F,Investimento LCI,0.9194943446440452,,,,
24039.0,26.956,7238.029,CO,1.0,T,T,T,T,F,F,F,T,T,F,T,F,F,T,F,F,F,F,T,T,seguro vida Emp,0.947075208913649,seguro vida PF,0.947075208913649,,
24059.0,30.266,7598.264,SE,0.0,F,F,F,F,F,F,F,F,T,F,F,F,F,F,F,F,F,F,T,F,,,,,,
24060.0,52.2,7967.683,SE,1.0,F,F,F,F,T,T,T,T,T,F,T,F,F,F,F,F,F,F,T,T,Investimento Fundos_commodities,0.8394308943089431,Investimento LCA,0.8394308943089431,,
24085.0,56.372,8726.404,CO,1.0,F,F,F,F,F,F,F,T,T,F,F,F,F,F,F,F,F,F,F,F,,,,,,
24093.0,26.178,7464.966,SE,1.0,F,F,F,F,F,F,F,F,F,T,T,F,F,T,F,F,F,F,F,F,,,,,,
24109.0,23.145,9112.612,SE,0.0,F,F,F,F,T,T,T,T,T,F,F,F,F,F,F,F,T,F,T,T,Emprestimo _viagem,0.8564885496183207,Investimento Fundos,0.8564885496183207,,
24125.0,36.497,8092.865,SE,0.0,T,T,T,T,T,F,F,F,T,F,F,F,F,T,T,T,T,T,T,T,Emprestimo _consignado,0.956882255389718,,,,
